,Unnamed: 0,ID,review_description,rating
1004,1004,905,جميل جدا و ممتاز,1.0
1005,1005,906,بس التوصيل ياخذ وقت كثير,0.0
1006,1006,907,البرنامج عملتله تحديث بيجيب غير متصل بشبكه الويفي ولا بيانات الهاتف,-1.0
1007,1007,908,برنامج رائع جدا يسهل علي الطلب,1.0
1008,1008,909,ممتاز بس يا ريت اتحطو بالبرنامج المسافه بين المطعم والعميل,1.0
1009,1009,910,تأخر الطلبيات بشكل كبير,-1.0
1010,1010,911,اتمنا البرنامج شامل كل شئ,1.0
1011,1011,912,حسبيا الله فيكوا واحد واحد، انسلقت من الجوع وانا بطلب وبلغي الطلب كل شوي وبرن عالمطعم بقلي معناش سواق؟؟؟!! حسبيا الله فيكوا على هالقهر الساعة هسا ثلاث اربعة العصر وانا بحاول اطلب من الحداش!!! وجع ان شالله,-1.0
1012,1012,913,يعجبني كثيراً,1.0
1013,1013,914,اريد الكثير من المطاعم الصحيه,1.0
1014,1014,915,التطبيق اكثر من ممتاز,1.0
1015,1015,916,انهو رائع,1.0
1016,1016,917,تجربه اكثر من سيئه,-1.0
1017,1017,918,ممتاز انصحكم بل تحميله,1.0
1018,1018,919,التوصيل لجميع الدول لاني انا في السودان,0.0
1019,1019,920,سيء جدااا ... مرتين استخدم كود خصم و يتم عالبرنامج و ميظهرش فالمطعم,-1.0
1020,1020,921,عندي مشكله وحده، اني اكون حاط العنوان بس مرات يطلب مني احطه مره ثانيه,1.0
1021,1021,922,مافي مشاكل بالتوصيل ،، والطبيق منضم وسهل واغلب المطاعم موجوده 💜,1.0
1022,1022,923,��👍 ممتاز,
1023,1023,924,هل يوصل المهبولة,1.0
1024,1024,925,وش ذا أكلهم طعمه مو حلو هههههههههههههههههههه😂😂😂😂أمزح لا ترى انت باقي غبي الاكل👎👎👎👎👎👎👎,-1.0
1025,1025,926,لما جابوا الطلب شخيت,1.0
1026,1026,927,خلو,1.0
1027,1027,928,اسوء تطبيق توصيل طلبات والاسعار جدا غاليه,-1.0
1028,1028,929,لا انصح به,-1.0
1029,1029,930,موصلات راقيه امان,1.0
1030,1030,931,خدمت العملاء سيئه,0.0
1031,1031,932,السلاموا عليكم مصنع ومكتب العدلي 33 قصص,1.0
1032,1032,933,تاخير في التوصيل عن الوقت المتوقع كثيرا، اصلا من الغيت تنزيل البرنامح نزلت ٥ كيلو,-1.0
1033,1033,934,باصات ممتازة كباتن ممتازة خدمة ممتازة,1.0
1034,1034,935,جميل  طلبت جابولي الطلم واهو حار,1.0
1035,1035,936,قهر انا ساكن في الشرايع ويجيب بس كنتاكي😠😠😠,0.0
1036,1036,937,لماذا لا يوجد رحلات مسائي وقت المغرب من حلوان للزمالك ليه كل مواعيد صباحي,-1.0
1037,1037,938,لم تبدء بعد ولكن ما علمته عنكم ممتاز,1.0
1038,1038,939,إختياري,1.0
1039,1039,940,Oooooao,-1.0
1040,1040,941,فنان حتايوصل الاكلا في لامكان المناسب,1.0
1041,1041,942,تجربة اكثر من رائعة,1.0
1043,1043,943,ما بيفتح ابدا,-1.0
1044,1044,944,الابليكشن مش شغال,-1.0
1045,1045,945,في كثير من المنتجات مش بيظهر عنها حاجة,-1.0
1046,1046,946,ممتاز المطعم المفضل عندي,1.0
1047,1047,947,بصراحه كلمة روعه قليله فيه,1.0
1048,1048,948,موقع طلبات خوش موقع واحسن موقع عندي اشكركم على هذا الموقع,1.0
1049,1049,949,لا يوجد توصيل لموقعي لكن الفكرة جيدة ❤,0.0
1050,1050,950,يحتاج الي اضافة مطاعم مميزة,1.0
1051,1051,951,.اوهه,1.0
1052,1052,952,افضل برنامج طلبات 👍👍,1.0
1053,1053,953,سئ جداااا بسجل الباسورد يقولي خطا وهو صح واعمل باسورد جديد وبردو يقولي غلط,-1.0
1054,1054,954,اول مره استعمل الابليكشن بيقول اول رحله بعد الفطار الساعه 10 م لي مش قبل كدا ؟ وياتري هو بيوصل جزء من المشوار وانزل اركب عربيه أخري لنفس المشوار؟,-1.0
1055,1055,955,ممتاز جدا وأنصح الجميع فيه,1.0
1056,1056,956,انا كرهت الفيس بوك كله بسبب هذا الاعلان بيجى كل نصف دقيقه اعلان حرم عليكم انا مش عاوز إعلانات أثناء التصفح انا كرهت الفيس لو شفتم التعليق ارجوكم وقفوا اللنلانلت من عندى بسرعه لان دى اعلاع زباله رزل,-1.0
1057,1057,957,حرامية يسرقون الطلبات دفعت ثمن ٤ وجبات انا و اصدقائي و جالنا ٣ بس و احنا دافعين تمن ٤ و اتسرق مننا وجبة و كلمناهم ردوا علينا بعد اسبوع والله و مقالوش حاجة مفيدة ، وفر تعبك و شقاك و متشتريش من طلبات,-1.0
1058,1058,958,بعد ساعه ونص من الطلب نتصل على طلبات ونكتشف الطلب ما انقبل,-1.0
1059,1059,959,موقع بخزي و يستحق اقل من نجمه,-1.0
1060,1060,960,والله ينقذ الأرواح 😂😂,1.0
1061,1061,961,بكل صراحة ووضوح ....اعجبني جدا تطبيق طلبات دوت كوم بحلته الجديدة ... نتمنى للقائمين عليه المزيد من التقدم والنجاح الدائم.... روووووووعه,1.0
1062,1062,962,"بصراحه برنامج فاشل محدش فاهم منه حاجه ولا عرفين يوصلك ازاى ولا الاجر 
التقديرى بصراحه اوبر افضل بكتييييير جدا",-1.0
1063,1063,963,تطبيق سيء مثل كارج لا انصح بتحميله,-1.0
1064,1064,964,ممتاز..,1.0
1065,1065,965,التطبيق لايسمح بتسجيل الحساب,-1.0
1066,1066,966,شركه محترم جدا جدا,1.0
1067,1067,967,انا نزلتو لانو اصحابي استفادو من عرض اول استخدام بينزل ع رصيد ٥ دنانير بس ما نزلي رصيد ولا في اي عرض مميز عن باقي الخدمات! ما بعرف الغلط منكم ولا من عندي,0.0
1068,1068,968,أصبحت أسوء خدمة وضحك على الناس منهم لله,-1.0
1069,1069,969,المطعم لبيه روعه روعه تذوقت منه مره روعه جربوه,1.0
1070,1070,970,حذفت طبيق بغيت مره أحمله مارضا يتحمل من جديد مع علم توجد مساحه كافيه لتثبيت ارجو حل مشكلتي في أسرع وقت,-1.0
1071,1071,971,واو يصلح حق سكس نيك,1.0
1072,1072,972,برنامج جميل اتمنا أن تحدثوا أكثر البرنامج,1.0
1073,1073,973,راىع جدا لقد طلبت منه وكان فعلا حقيقي,1.0
1074,1074,974,انهو راع,1.0
1075,1075,975,اجمل تطبيق للتوصيل 😍,1.0
1076,1076,976,نفس اوجيهكم,-1.0
1077,1077,977,"تطبيق رائع ولكن الوقت هناك تاخير فى توصيل الطلبات وهناك عروض فى طلبات 
وعندما اطلبها يتصل بى المطعم ويبلغنى ان العرض منتهى ولكن التطبيق لم يحدث 
العروض وهذا طبعا بسبب فى تكلفه اضافيه",1.0
1078,1078,978,بصراحه التطبيق ممتاز 👏👏👏,1.0
1079,1079,979,الله يخليكم ممكن ماترسلون لي الاعلان الي لوع بكبدي مال اعلان ٣ ريال وجبات والله كرهت التلفون,-1.0
1080,1080,980,بعض المطاعم الصور فيها قليلة ..,1.0
1081,1081,981,تطبيق جميل جداً جداً ويوفر الوقت 😍,1.0
1082,1082,982,تطبيق عملي جدا وسهل,1.0
1083,1083,983,فيو احتيل,-1.0
1084,1084,984,فجأه الابلكيشن حجبنى وقالى انتهكتى شروط الاستخدام ! ال هى ايه مش فاهمه ! ده انا تقريبا كل يوم بطلب منه ف المفروض اكون عميله مميزه مش اتحجب !😂,-1.0
1085,1085,985,ااثصتصت,-1.0
1086,1086,986,لا يصلني الطلب التتطبيق فاشل ولا انصح احد بتنزيله😒,-1.0
1087,1087,987,كاش او من شحن الرصيد تبع الهاتف,1.0
1088,1088,988,سيء في التعامل سيء في تنفيذ الطلب وتم حذف التطبيق,-1.0
1089,1089,989,برنامج ممتاااااااززز جدا جدا جدا 👍👍👍,1.0
1090,1090,990,من بعد التحديث صار ياخذ افلوس الخدمه و الشي الحلو انه اينقصون من سعر التوصيل و الشي اللي يقهر انه بعض المطاعم ماتغير سعر التوصيل مثل البيك دينار كامل و خدمه بعد مال ويعه شنو التصفع ذي لو ينقص سعر التوصيل من كل المطاعم بيكون شي زين,-1.0
1091,1091,991,احسن طريقه عندما مايكون عندك كااش,1.0
1092,1092,992,انا احببت التطبيق لكنه لا يتحمل على الجهاز انا احببت التطبيق لكنه لا يتحمل على الجهاز و شكراً,1.0
1093,1093,993,متعب لا يستجيبون ويخطئون في بعض الطلب,-1.0
1094,1094,994,تطبيق ممتاز جداً,1.0
1095,1095,995,wonderful,1.0
1096,1096,996,يستهل,1.0
1097,1097,997,خدمة سيئة بكل المعايير,-1.0
1098,1098,998,لؤي٠٣٣٢لؤ٣٤٣س,1.0
1099,1099,999,تطبيق غير صادق ف خصم الكوبونات,-1.0
1100,1100,1000,تأخير + الموظفين غير مؤهلة .للأسف انا استخدم طلبات من سنة 2014 واليوم ثم حذف برنامج,-1.0
