,Unnamed: 0,review_description,rating
27149,27723,ddddddddddd برنامج زق هيهثتيتيةءنءهءههههههههصةسحءنءتييزيمخحححححثزثحثزيمؤخخخخخخخخخءويهيميويثكثجصزصنسهسنسنسنسنسخم وع لعب س com.shskshshs,-1
27150,27724,قصير,1
27151,27725,ممتاز عجيب سريع,0
27152,27726,خوووووش شي,1
27153,27727,طبيق مفيد جد عمل متواصل جد حال مطاعم غير ملتزم شكر موافق موافق موافق,1
27154,27728,راااااااااااااااااااائع جمييييييييييل رووووووعه ابدددددداااااع,1
27155,27729,هاذ موقع يد حل نا شي شتر نتاك,1
27156,27730,ريد سريع توصيل شو,1
27157,27731,سئ جد ماف مطعم,-1
27158,27732,حب حب حب,1
27159,27733,ود عطي ج رصيد zdtwdt,1
27160,27734,ختصار طبيق رائع نصح تحميل يستاهل مبلغ سم منقذ خيل حد نقذ مقابل,1
27161,27735,عجيييب,1
27162,27736,مش عارف سجل على ابليكشن يقول عايز يس وك ضغط على يس وك يفتح ني دخل رقم دخل رقم يقول رقم مربوط فيس وك,-1
27163,27737,تطبيق لا تر حر قييم مطاعم مشارك تطبيق جل عمل خير جب عامل تطبيق حر عميل قييم مطعم دخل او اساء,-1
27164,27738,جدا طيف - جيد طلب سريع وصيل,1
27165,27740,لا رئ شي,1
27166,27741,تجرب تخز اكل له دخل طلب,1
27167,27742,محتاج عرب شتغل معا مجال لا,1
27168,27743,تم تواصل مع طريق ساعد خصوص عدم جود رحل تم رد,-1
27169,27744,محتاج عرب استمرار يام دراسه شيخ زايد حي اول لي مدي فردوس جيش مدرس إيهاب مرس تجريب متاح رجاء متابعه,0
27170,27745,رنامج حلو ممتاز صفق صفق صفق صفق,1
27171,27746,سمح دي تصل يكم تأكد خصم مطعم مع مم اتصال ان عندم بدأ اختيار طلب أكيد لا ظهر لي خصم موجود دخول اختيار مطعم,1
27172,27747,عظيم موافق,1
27173,27748,في يستطيع طلب ماذا دا في ريد في قط أ نقر لا حتاج ل تصل و نتظر طلب لدى مل هو - هي جميع,1
27174,27749,شارع زلف,1
27175,27750,قخعققدفق دد ددخهخدخهدددخدهددعدغغفخددخف,-1
27176,27751,باتن,-1
27177,27752,عجيييب سهل واحد ذا محتار اكل وصل ناطع,1
27178,27753,ممتاز لكن مكدونز لا لبي طلب عني طلب عصير طفال رسلو مشروب غاز,1
27179,27754,مر غال,-1
27180,27755,ود تفعيل ده,-1
27181,27756,طيق سي مقدم لف سامسونج جلاكس رام مساح قسط دخل بيان صح قولى مل إدخال بيان دخل محافظه مكتوب مصر تبت مصر زى طيق قول قولى لا غلط عد مكتوب محافظ محافظ قاهر عمل مش عارف كمل تقسيط,-1
27183,27758,مطعم مره ثالثه تأخر علي ساع عد تصل علي قول دقيق جي عني ساع عش جي أكل نصح عدم استخدام,-1
27184,27760,صب صب,-1
27185,27761,ذيذ,1
27186,27762,طلب شيء شوف عني كيد طبيق حل,1
27187,27763,زي زفت تختارو على مزاج,-1
27188,27764,جيد حب,1
27189,27765,سابق افظل,1
27190,27766,حلو يد هلتطبيق,1
27191,27767,روووع صراح وفر وقت اكل جي سااااخن ذيييييذ جائع,1
27192,27768,للل,-1
27193,27769,رنامج جد مريح رائع اف نه فك غث لي رد,1
27194,27770,صراح نكت ريد كل طلب بس يﻷت,1
27195,27771,عجيييب,1
27196,27772,ابلكيشن معمول مصر بقى لغه عربيه,-1
27197,27773,طبيق ناار,1
27198,27774,هنهه نننتنههظظمنننتتتتتتتتتاا مممممحححخخهنهغ,1
27199,27775,طب,1
27200,27776,تطبيق مشاكل تير مش عايز سجل يبعتل خطأ تسجيل سبب قول طيب مك غلط باسورد رد مش عايز يبع اسورد جديد يه حل حن سه اول,-1
27201,27777,تطبيق حل وصيل سريع سعاد سعاد,1
27202,27778,تاخير نفيذ طلب رغم قرب مساف حتاج كثر ساع يستهزء,0
27203,27779,برنامح ده جميل جد,1
27204,27780,تطبيق لا غطى منطق,-1
27205,27781,صديق لي نقذ قت يوع حب,1
27206,27782,شرك زبال معندهمش حترام عملاء حجز قاهر عش سافر غردقه نا مرتبط طيار مطار غردقه الماني غو رحله دم ارد اى حمل مسؤل مواعيد ناس فى قل جم دي,-1
27207,27783,جدا متسخ,-1
27208,27784,رنامج صراح مش ويس,-1
27209,27785,شرك ذاب قيم زبال صر شباب عامل,-1
27210,27786,جميل لكن مايضيف منيو لي مطعم شياء مطعم بي طلب ماالق مثال مطعم يل شام ماف قائمه حمص مطعم موجود عند حمص كذلك هرف ماأضاف يك وند يوم بي طلب مالق ضمن قائمه رجو تنبه هذا ضاف قائم مأكول شكر,1
27211,27787,نا حب راقر نت حبوب خت سمي جد سبب كل وف تكبر على خال حب سنتافيه,1
27212,27788,ممتاز جد ثق,1
27213,27789,مواعيد خدم ممتاز,1
27214,27790,تجربه ان ما جا فتح قول حديث عايز حل مشكل,1
27215,27791,سئ جداا عدم مصداق عروض حاول ستخدم ود طلب لا عمل,-1
27216,27792,طلب ممتاز توصيل دقه,1
27217,27793,روع ممتاز جميل سريع عجيب متطور اك سبب زدحام شوارع ههههه مزح خدمه مر ممتاز كأن طلبا مطعم,1
27218,27794,موقع شل موظف لا تعامل حرف عملاء لا حد رد سيئ اسوء شل,-1
27219,27795,ثمثمم,1
27220,27796,شسالف نا كويت مس مايشتغل عند برنامج اتب خطأ إتصال خدم متاح خدم طلب متوفر قط داخل منطق دول مجلس تعا خليج رجاء إغلاق خدم VPN وكيل انت مفعل إعاد محاول مرة خرى عد محاول ليز ليز حل تلمشكل ان جوعاا بكي,-1
27221,27797,azoooze,1
27222,27798,تطبيق لا عمل رجو حل مشاكل ذن حضر,-1
27223,27799,هم شي وصل أكل سرع,1
27224,27800,ول شي طلب جب عشاء بعد صل مر تصل موضف طلب غضب,-1
27225,27801,أن جميل,1
27226,27802,سعود تحديد مك مكرمه مناطق نتاك هاردينز في كويت عند كثر مطعم مدين,-1
27227,27804,له سو صادق توصيل طلب ناقص لا نصح تم مسح تطبيق,-1
27228,27805,رب حس طبيق أكل صل موعد لي حدد حار ذيذ شكر ملي نجم تستاهل,1
27229,27806,روووع نصح استخدام,1
27230,27808,سمح محفظه اتشالت ور هل هترجع تا لا,0
27231,27809,موقع حيل حلو شكرا,1
27232,27810,عند اوردر تير اتنفذت اخد حظر يه لا نصح تم حذف,-1
27233,27811,رح جرب عط خبر غمز,1
27234,27812,صراح تطبيق روع ستغرب ناس لي قولو نه مو ويس وصيل مو سريع فكير,1
27235,27813,صراح جميل قت ضرور فاع,1
27236,27814,نا حمل برنامج فتح ميل إسم مهنه ني ومنتال استلم كرنيه اميل اتقفل نا سيت اميل عاوز رجع تا ساعد سمحتو لكم جزيل شكر,1
27237,27815,سيئ جد خصوم مش صحيح مطاعم تتاخر يلغو اوردر خصم يروح مفيش خدم عملاء ساعد منصحش تنزيل,-1
27238,27816,معترض معترض معترض معترض,-1
27239,27817,مرررررررررررررررره يجنننننننننن حب حب حب حب حب حب حب حب حب حب حب حب,-1
27240,27818,طلب حس شيأ,1
27241,27819,ممتاز لكن ثر منافس حتاج طوير وسيع مناطق طلب نا سا شو عيد مايوصل,1
27242,27820,سيء جد صاير مطاعم مكتوب وصيل مج صار عط وصيل دام وصيل مج طلب دفعون وصيل عطي رسوم خدم شو هاد مش هي بد,-1
27243,27821,تجرب رائع نصح يها جميع,1
27244,27822,قسم له طبيق صاب ذاب خبيث سحب وس معد عرف تسترجع احذررووووو لاتتعاملو معااااااه ماف اي طريق واصل لا محادث غب مام يد عن له على,-1
27245,27823,طبيق رائع جداا كل وم عروض روع كثير احسن جم حب,1
27246,27824,لا تم طلب مشكل,1
27247,27825,موقع حرم زبائن,1
27248,27826,لش حل حب حب حب,1
27249,27827,مرنامج مقرف مطاهم مقفول مان عمل عنو قولي عذر لا رسل لى عنو مفيش كل بحث عن مش موجود حاج مقرف برنامج حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز حز,-1
27250,27828,نا عايز عرف زاى ستخدم تطبيق دا نا طريق شغلى وم حمد زكى ال محط متر حداءق معادى فى اص يروح فى طريق دا كام,-1
27251,27829,اسف طلب محدود أماكن محل خدم سيئ اغلب مطاعم محال مغلق مشغول راح شطب تطبيق,-1
27252,27830,حل رنامج,1
27253,27831,ممتاز شكل عام لكن نقص متابعه صور عرض مطاعم,1
27254,27832,طلب حديث تطبيق محدث فعل,-1
27255,27833,تطبيق مش يفتح,-1
27256,27834,ياري كو عروض رخيص رعروض غلب غال,0
27258,27836,شررك محتررم لكن حتاج مزيد ذل مجهود وفيق رحل كترر قط تقاء اكتررر,1
27259,27837,ظهر مشكل تطبيق على ليف يوم وقف تطبيف مرحل خط سير رحله لا قبل تحرك تاكيد حجز,0
27260,27838,خدم ممتاز مريح,1
27261,27839,خدم جميل مميز شكر تطبيق,1
27262,27840,سعر صيل غال فاض,-1
27263,27841,حيل حب حب حب حب حب حب حب رد رد حب حب حب,1
27264,27842,عجيب في مطعم سم يرز فضل مطاعم وصل دقايق,1
27265,27844,طبيق شل شرك شل,-1
27266,27845,طبيق زبال معامل زبل شرك قع لا حترم زب موظف عند هي زلو سعر طلب لا ابتن طلب رح يشحد لا ابتن إضراب حس حل نا رح مسح طبيق زبال هاض ريييم بس,-1
27267,27846,افضل حط اق قت وصل طلب,0
27268,27847,تطبيق جد سئ طلت عارف تفاصيل طلب زي زم وقت ثير تأخر توصيل سوء تطبيق نصح تفكير حميل,-1
27269,27848,أن طبيق جيد جد لكن لا وجد وصيل مفرق رج حل مشكل شكر حز سعاد,1
27270,27849,رنامج رائع خدم روع,1
27271,27850,قريب مدرسه حزام ثانويه,-1
27272,27851,آصل كل ين عند,1
27273,27852,ناررر,1
27274,27853,جرب شل سجيل بيان قولي رقم موبايل ايميل موجود لم سجل,-1
27275,27854,جيد مر طل,1
27276,27855,حلى طبيق مصر كل,1
27277,27856,يش ماكدونالدز مو موجود,1
27278,27857,نت ضعيف اق مش تكمل سبوع,-1
27279,27858,جميل موافق حب,1
27280,27859,له أخي منصوره رغب استفاده خدمه أين مك بدئ مدين منصور وصول حدائق اهرام,1
27281,27860,مهتم لوقت وصول طعام ساخ,-1
27282,27861,سوأ خدم عملاء قسم له يقفل خط تصال عدم تلب رغب عميل نا عند سجيل مكالمه مندوب خدم عملاء ذلك لا نصح تعامل نهائي مع,-1
27283,27862,شل شل شل دخل كود عط خصم جن فاتور شال خصم مطعم تصل يا طالب كامل فاتور,-1
27284,27863,ألورود,1
27285,27864,عالم داب قولتول جيج مفيش حاج جا,-1
27286,27865,اسعار جيد,-1
27287,27866,تمنى استمرار نجاح تقدم شرك نوس ملتزم حافظ عملاء ضاع ممتاز خدم ممتاز حيات قدير شرك نوس حب نجم نجم نجم,-1
27288,27867,ذا جيد ل ال ناس الذي - التي تشح ر مل أ سيار سؤال حب مرح حب,1
27289,27868,طبيق حل في يد مطاعم موافق احسن,1
27290,27869,موقع متميز رائع خدم تأكيد طلب مطاعم اتصال عميل خدم توصيل ممتاز شكر,1
27291,27870,جميل غيظ حب,1
27292,27871,نصح نزل وصل خلال ساع تغليف مر زي توصيل وقت,1
27293,27872,شكرا ل مشارك,1
27294,27873,هتاخد يبس سييييي,1
27295,27874,تجرب ان شاء له طلع ويس,1
27296,27875,حل جدا وى جميل,1
27297,27876,نصح برنامج جميل سيطر جوع حب حب حب حب حب حب حب حب,1
27298,27877,تم دعمو رض لواء بكي بكي بكي بكي بكي بكي,-1
27299,27879,صراح حاج محترم عيب خطير سواق مش عارف خطوط أسف رحل تتحسب على عميل أن لي غي مشكل تبق كابتن باتن محترم جد,1
27300,27880,مر سيى جيب طلب ارد طلع عد مو طلب,-1
27301,27881,بي هرير رض له عن رسول له صلى له سلم قال قال له حمد وم مرة حط عن خطايا انت زبد بحر,1
27302,27882,هم شي رسوم توصيل رخيص,1
27303,27883,نه رائع جدا,1
27304,27884,زو ززززاف سريع جائع,1
27305,27885,فضل سرع تطبيق طلب طعام,1
27306,27886,منتاااز قد,1
27307,27887,نا حب,1
27308,27888,قدر تواصل مسؤول برنامج,0
27309,27889,فضل طبيق توصيل عالم عط احسن,1
27310,27890,سيء مااطلب ينلغ طلب,-1
27311,27891,حلى سرع طبيق,1
27312,27892,توصيل غال طلبيه تأخر,-1
27313,27893,اسعار حش جد,-1
27314,27894,مر حلو تطبيق,1
27315,27895,رى تطبيق رائع شكر,1
27316,27896,حاج جميل جد صراح مريح وووى ناس ذوق محترم,1
27317,27897,طبيق سيء غايه نزل مر مسح نزل مش راض تثبت نزل مش راض يستقبل,-1
27318,27898,ار له في جميع,1
27319,27899,ممتاز طلب سرع توصيل,1
27320,27900,شو نا سجل دخول قولى خطأ فى خادم,-1
27322,27902,كثر ممتاز,1
27323,27903,سوأ سوأ سن حين خدم عملاء حين اعتدار ماف حسم مشاكل طلب تكرر وم وم مستحيل وم سبوع وصل طلب مشاكل غلب مطاعم كل جهم حسب له على دني اخر حاط صور واقع قص طلب قال مايوصل طلب امل تاخير خربتو برنامج لغ عرب خدم عملاء مصار موجود يوم يام حسستون امريكا جد ماف غير مراح طلب من طلب امار سوأ خدم كل طاقم فكير جه عابس غير موافق غير موافق غير موافق غضب غضب,-1
27324,27906,ويس لكن يش ماف ما,0
27325,27907,محتاج خدم عملاء رد على برنامج مش يقبل سجيل مستخدم جديد كتب بيان زي بطاقه ظبط رقم ليف نحن مسجل اسمى يقول بيان صحيح زا مش فا,-1
27326,27908,صبح,1
27327,27909,ان تصل ساع فجر,-1
27328,27910,تأخر ثييرا طلب صغير,-1
27329,27911,مجدى نسب لى,-1
27330,27912,تطبيق مضم هل خف له,1
27331,27913,رجو مساعد حمل برنامج عايز سجل ماادخل ياناتى يجى رسال خطأ مم ساعد تسجيل شكر,-1
27332,27914,مك ويس لكن محتاج سرع فى إجراء شو,1
27333,27915,ارنايكهغؤفطا,-1
27334,27916,مم حجز باص اكتر شخص شرط حجز رحل شخص ليف خاص,1
27335,27917,اغغععغععهعهعهههههه,-1
27336,27918,اىبءلايبلءيقل,1
27337,27919,جرب ئه جد جد مع موقف خلال سبوع اكل وصل ارد لا نصح هتطبيق,-1
27338,27920,سهل جد دق وقت توصيل,1
27339,27921,حاج مش ويس أخير طريق بير,-1
27340,27922,شرك طلب دي شرك بت ست سخ,-1
27341,27923,سهل عمل لكن أخذ قت طويل وصيل,1
27342,27924,طبيق سيئ خدم سيئ,-1
27343,27925,يد حل سرعه اتق متابعه صراح تطبيق روع ستحق جوم شكر طلبا,1
27344,27926,قو,1
27345,27927,من جوع طلب وصل سرع,1
27346,27928,طلبك ياخذ قت ين رسل مطعم عد مطعم سجل طلب عنو رسل نا نصح جميع فر رسوم طلب برنامج وقت زايد طلب هاتف ثابت او جوال جرب كثر عنو كثر مطعم كل تأخر ارد كأن مطلع ثلاج لا نصح طلب قاعد استنى طلب كثر ساع نص سواق لي جيب طلب على حرام ان ينجلد,-1
27347,27929,رنامج سيئ جد وصل اكل لا ارد ئو وصل متاخر دايم بو غلط,-1
27348,27930,عيب دق سكر مايتصل طيب واحد ماعند رصيد يش سوي زوم طلب ناقص شكر جزيل,1
27349,27931,سي جد جد ان اوردر صل غلط قال ابع صور مفيش رسال حد تصل يا اي هتمام رد نتظر ساع قفل محادث علي دون حل مشكله اكن مر قع قبل اوردر غلط رفض اتصال مندوب او اعطاء رقم حل مشكل,-1
27350,27932,روووع برنامج ناس يقولون مو حل حمل ماعل من على من زلو حكمو نفس,1
27351,27933,طبيق مر مر حل,1
27352,27934,رائع جد حب حب حب,1
27353,27935,Amazingapp أنا وصي هو - هي sooooo صعب,1
27354,27936,حس,1
27355,27937,تمنى من اضاف وقات تح فروع غلاق قائم جنب طلب دقائق غلاق محل عدم وفير طعام قت شكر,1
27356,27938,جميييييل جد شكر تطبيق تمنى وصل طلب سرع,1
27357,27939,مدين رائع,1
27358,27940,حس موقع طلب جه ظري,1
27359,27941,جيد ان شاء له ستفيد حميل,1
27360,27942,رجو قط مطاعم عدم إلغاء طلب ضع قسيم تخفيض,1
27361,27943,مطعم قم روعه نصح,1
27362,27944,رائع جد سريع توصيل,1
27363,27945,طبيق ممتاز طور مستمر,1
27364,27946,ممتاز,-1
27365,27947,ممتاز جد مصداق,1
27366,27948,طبيق زي دا كو محدود ناس ال خط نحن بكي,1
27367,27949,نى أسيس صيا,1
27368,27950,رنامج سيئ جد جد أن قعد ساع,-1
27369,27951,توصيل طئ جد حي كو طلب مام,-1
27370,27952,روووووووووعه,1
27371,27953,تم ان لا كو أخير توصيل,1
27372,27954,مفيش وصيل قنا يه هاا مش موجود خريط ملل ملل ملل,-1
27373,27955,لا مك تح حساب رجو مساعد,1
27374,27956,سابق تطبيق ممتاز ما ان امانه سيئ غايه تطلب لفو طلب دون سبب تحك مع نفس مش عارف سبب غضب غضب,-1
27375,27957,طبيق ضعيف حترم حد شكرآ,-1
27376,27958,خرررراا طبيق مابفتح سهول ياري عديل او حديث ان هالطبيق رهن موبايل له عظيم خراا جد,1
27377,27959,سه هجرب ول رحل,1
27378,27961,طبيق رهيب,1
27379,27962,طبيق مفيد سكا شروق ان لا وجد سوبرماركت دائم مشغول,-1
27380,27963,رنامج صبح سيئ جد أخير وصيل طلب حي مش توصل صل يكتب نه صل خدم عملاء مافيش سوأ عند خبر يكدبوا نصح اي حد قيم تطبيق نجم سلب حد تغير حسن خدم,-1
27381,27964,سعد هتمام متابع طلب زبا تلب رغب احسن حب,1
27382,27965,اسعار داخل تطبيق غلى كثير اسعار داخل مطعم,-1
27383,27966,نه راق جد جد فخام,1
27384,27967,خدم توصيل,1
27385,27968,إمكان عمل وسيع طاق عمل محافظ مع اردن,1
27386,27969,جميل جميل جميل جد جد جد نا عايز عرف مك لي يتصل يه,1
27387,27970,فضل,1
27388,27971,ملي جم حب,1
27389,27973,شرك زبال صاب,-1
27390,27974,نا سف تقيم سيء اك لا ستطيع حميل طبيق طلب جرب هواتف لي لبيت عرف مشكل,0
27391,27975,رنامج شل سوئ معامل عملاء,-1
27392,27976,وصيل طلب,-1
27393,27977,ورا,1
27394,27978,طبيق حل حط اعلان يد ناس كل صار عرف عني مو ازم حط اعلان يد خلاص را ناس مال اعلان قف اعلان ار جو تر عني علم عرف خلاص ناس صار كره علان تطبق علان,1
27395,27979,ريد حل مشكل وجه,1
27396,27980,وس راح,-1
27397,27981,جن نصح حملو مر تأخر,1
27398,27982,نصيح بتعد طلب اف منتج تى تم ترويج كو منته صلاح للاستهالاك غير طازج دلا ان تخلص مطاعم تم رويج اضاف ربح طلب ان اشتكي حصل لا مكالم عتذار فاتور علاج طب تحمل نتيج لب معو او سمم منتج ماركت مضاعف اسعار جود سيئ اشتري حليب يم ماركت معدل راثي طعم قرب قيء اشتكي لم جد هتمام او حل نصيح بتعد طلب,-1
27399,27983,حل جد جد جد,1
27400,27984,سلام على نا سب عوز سجل مش عارف رج مساعده,1
27401,27985,جميلل جد حز,1
27402,27986,سلٱم ـلـيگم ۈرΖـمـةٱللـہﯙبرگـاتہ توصلون شناص تم رد على نه وجد وصيل لكن موجود نا دخل تطبيق قول لا وجد وصيل منطق اسفل اسفل,-1
27403,27987,يالي ضيف مواقع سياح عنو توصيل حدائق منتزه فنادق,-1
27404,27988,جدا جيد موافق حمر,1
27405,27989,زبال,-1
27406,27990,أنت جب سلم لي تعليق ل ال مطعم أنا طلب من لا حظر و إخفاء لي تعليق أن هناك كو خطأ شنيع تعليق قييم ال مطعم ال عد تنازل لدى دأت أنا كر ال رنامج و مسح هو - هي,-1
27407,27991,جميل حب,1
27408,27992,عليش آلاء له رياض,1
27409,27993,برنامج ذيذ فكره حل مش عامه لى مم فهم انجلش طلاق مام برنامج فى عيب نو مناطق محدده دى تكون جبارى لا,0
27410,27994,مرررررررة حل طلب بيك جا دقيق نا طالبت دقايق متميز جدآ تم ستمر,1
27411,27995,طبيق رائع خدم ممتاز تير مريح مشاوير,1
27412,27996,اس روبنز,-1
27413,27997,لا نصح طلب مرة طريق موقع أخير وصل طلب ناقص سائق محترم اكل يوصل ارد او ماكل سائق عند راسل إدار موقع ابلاغ تم متابعه بد رد تم رجوع غا تاريخ يوم تلقى اي رجوع في وم طلب طلع نا ليل مطعم اكمل اق طلب سائق حكيل زلي ولد وخد طلب ان سا طابق اخير او رجع طلب بس نزل ولد عط طلب شباك لا موقع منيح موظف نصح حد تعامل هي موقع,-1
27414,27998,تم حذف برنامج سبب جاهل إدار ضبط تجاوز سواق,-1
27415,27999,حصل ود طلب مش عارف ضيف تطبيق طلب ذا تقدرو ساعد ضيف,-1
27416,28000,شكراااااأ,1
27417,28001,زبال معامل زبال سواق زبال,-1
27418,28002,حتاج مطاعم,1
27419,28003,روووووووعه حب موافق,1
27420,28004,تطبيق ممتاز خدمه سريع جد,1
27421,28005,سالم حي عبدالونيس,1
27422,28006,رائع مريح,1
27423,28007,جب على إتاح زر مشارك فاتور معامل استخدام حال طلب اثب حق دفع,-1
27424,28008,منش له لغو هالإعل,1
27425,28009,طبيق جنن وصل اكل وقت قصير نا عائل عشاق طلب خصوص طلب مار مطاعم,1
27426,28010,برنامج لا عمل ان,1
27427,28011,سواء حاج باص تاخر ميعاد خدم عملاء مابتردش كابتن قول قدامى نص ساع عدم مسئول عدم حترام مواعيد عملاء نا همسح ابلكيشن,-1
27428,28012,ثق ثق ثق ثق ثق ثق ثق ثق,1
27429,28013,منى وصف كو موقع لا حي قرب رع معروف,-1
27430,28014,حييل عجب برنامج مريح مطاعم ماف خيار ثير شكر,1
27431,28015,مه,-1
27432,28016,اصطور او يد بير عند رصيد,1
27433,28017,زي خراا,-1
27434,28018,شل معترض,-1
27435,28019,جدر مستشفى عم جديد,1
27436,28020,طبيق غط مطاعم قريب منطق زب شو ها رسوم توصيل دنانير عني دفع قل كثير مبلغ مذكور جيب وجب توصيل,-1
27437,28021,حاول وصل رقم تصل مفيش حاول وصل صفح عش تواصل ردو مفيش خالص خايف حجز سفر معا ان مفيش خدم عملاء أساس,-1
27438,28022,رض غرام على راكب سياس مقبول,-1
27439,28023,طبيق جميل جد سهل عامل معا ذسل ستقبل فلوس سهول,1
27440,28024,استغلال ضح سائق,-1
27441,28025,نك جوع موت جوع تطبيق فاشل,-1
27442,28026,خدم ممتاز كل كتر رائع يم يم,1
27443,28027,مميز حب حب حب حب حب,1
27444,28028,يجنن برنامج,1
27445,28029,ممتاز رج متابع سواقي,-1
27446,28030,ممتاز جدآ ياري غطو مناطق اردن عم,1
27447,28031,مواعيد قليل خر ساعه صبح مفيش دا,-1
27448,28032,طلب وصل صل طول قعد ساع فوق,-1
27449,28033,تطبيق رووع سهل احسن,1
27450,28034,رائع جميل,1
27451,28035,طبيق رااااااااااائع يستاهل كتر جوم,1
27452,28036,جيد لكن ايوجد حديد موقع سائق,0
27453,28037,مو حل مابرض شيء موقع رض حساب رض,-1
27454,28038,فضل سيل مواصل ممتاز,1
27455,28039,رنامج سئ جد اكل وصل ناقص يقلولى نعتذرل بعد يحظرولى ايميل ابليكيشن صاب,-1
27456,28040,أنا أمل الذي - التي أنت ضع في أكثر مطاعم,1
27457,28041,ناس قم ادب احترام تعا,1
27458,28042,تطبيق ممتاز سهل جد خدم ممتاز جد جد,1
27459,28043,رب روع موضف محترم,1
27460,28044,جميل شعب,1
27461,28045,روع سريع فعال فضل مشاوير,1
27462,28046,طلب كثر مر ممتاز,1
27463,28047,خدم اصبح ئه غايه,-1
27464,28048,تاخذ وس ناس اترجع قول رجعت نت ارجعتو اش حسب له,-1
27465,28049,تأخر شو,1
27466,28050,خدم يد حل مريح,1
27467,28052,رؤؤؤؤؤؤؤؤؤؤؤعة رؤؤؤؤؤؤؤؤؤؤؤعة,1
27468,28053,حسب له نعم وكيل متكبر شايف حال,-1
27469,28054,مندوب ئي جداا تأخير زياد,-1
27470,28055,جميل جد ار له في,1
27471,28056,رجى إضاف كتر ني رس,-1
27472,28057,كابتن متز محترم باص ظيف مواعيد مظبوط,1
27473,28058,طبيق جميل رائع سهل على طريق طلب,1
27474,28059,زي خره رنامج زبال طالب اوردر قال ساع موصلش بكي بكي,-1
27475,28060,حب حب,1
27476,28061,سريع مر,1
27477,28062,طبيق زف طلب ساعه حين ساعه ربع ين حين جو,-1
27478,28063,رطع,1
27479,28064,صل طعام ارد سبب عدم رغب سائق اول ايصال طعام حويل طلب سائق آخر عند تواصل شرك مد يام متتال كل مرة تم خبار نه تم حويل ملاحظ رئيس سائق انت شرك قو لكن ان نحدر,-1
27480,28065,مك عملى,0
27481,28066,له نا دال نت روح تعب جي بيت صراح عط جوم يستاهل مشكل مطاعم محدود ماه كل لي موجود تمنى صلح,1
27482,28067,روب,1
27483,28068,شي يا بي,1
27484,28069,سهل عمل طلب مطاعم,1
27485,28070,سيء جد مصداق,-1
27486,28071,مطاعم ثير موجود ماذ,0
27487,28072,شي,1
27488,28073,مؤخر قى زي زفت حقيق خر مواقف اتعرضتل خر يام رحل تتلغ ميعاد دء نص ساع حاول وصل حد مايردوش جأ قرر لغ رحل صبح قبل دقايق مزاج حول رحل رحل مزاج ابلكيشن حصل اصطلاحي خطأ مر تلات سبوع قدم شكوى يقولول هيرد علي خلال ساع شكر ده محدش تصل وم حصل ان الupcoming رحل اتلغت ميعاد رحل تغير فا ظهرل وبش ني حول رحل تان دون مصاريف فلوس كل اتسحبت حساب رحل اتكلم معا قالول لا دم سياس الغاء تقول ان فلوس تتسحب مفيش استرداد دي مسدج تلقائ سيستم مش مع نه صح رحل اتأخر ساع نص ميعاد دون سابق نذار رسال ساع نص يتم وصول ها طريق ابلكيشن او فيسبوك تر خير رد بعد ساع ان حال عرب سيئ وم مشكل حل مان موضوع يتكرر عل شرك اشل قصى درج,-1
27489,28074,رنامج صاب,-1
27490,28075,خدم حل اك احي تاخرو كثر محدد,1
27491,28076,معقول لغو رحل نا حاجز دافع يه مستوى ده ساع ليل قاهر نا عرب ركب معا ذهاب سبتون ياب,-1
27492,28077,ناذ لا ستطيع اضاف قسائم خاص خصم,-1
27493,28078,قائم طعام صار زفففففففففت اتمنئ رجع زي ول,-1
27494,28080,تغاضى صول طلب ارد مو مشكل طلب نا قاعد بيت تاخر حيا له ساع حيا كثر قول مش رضو جالس بيت مان حيا طلب ناقص قول موظف طلب امل قول امل روح شوف طلع ناقص دق رقم خلاص رد مهم لى تكرر ماع مشكله طلب رظ مصيب خيل غير مان جي طلب ناقص ياخذ حق امل خيل شخص غير ثير مثل ثير لا شتكي لى شي مش سهل صل خلاص حذف لى بغا,0
27495,28081,عجيب سهل,1
27496,28082,رنامج نا ياخ مو قول,1
27497,28083,كثر طبيق حب,1
27498,28084,تطبيق جميل سهل طلب فئ عمر,1
27499,28085,حصل علئ ود خصم,-1
27500,28086,تم نك نزل تطبيق,1
27501,28088,طبيق ممتاز نقص را عملاء تجرب مطاعم,1
27502,28089,له برنامج حل مررر وصل كل دول خليج مناطق,1
27503,28090,راااااىع,1
27504,28091,جد حاج حف خصوم حل جد,1
27505,28093,ئه غا,-1
27506,28094,هاز تطبيق سيئ,-1
27507,28095,حل خدم ئه,1
27508,28096,متعوب,1
27509,28097,رنامج سي غايه,-1
27510,28098,ممممتا,1
